Abbreviation,Name,Reaction,GPR,Subsystem,Reversible,Lower bound,Upper bound,Objective
NNAT,nicotinate-nucleotide adenylyltransferase,atp[c] + h[c] + nicrnt[c] <==> dnad[c] + ppi[c],MA3731,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
NNDPR,nicotinate-nucleotide diphosphorylase (carboxylating),(2) h[c] + prpp[c] + quln[c] <==> co2[c] + nicrnt[c] + ppi[c],(MA0322 or MA0955),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
NT5C,5'-nucleotidase,h2o[c] + nicrnt[c] <==> nicrns[c] + pi[c],MA0104,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
PHEMES,protoheme synthesis (lumped reaction),ddcdscl[c] + fe2[c] + (3) nad[c] <==> (2) ac[c] + (2) co2[c] + (3) nadh[c] + (4) h[c] + pheme[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
PMDPHT,pyrimidine phosphatase,5aprbu[c] + h2o[c] <==> 4r5au[c] + pi[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
PMPK,phosphomethylpyrimidine kinase,4ampm[c] + atp[c] <==> 2mahmp[c] + adp[c],MA3197,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
PPBNGS,porphobilinogen synthase,(2) 5aop[c] <==> h[c] + (2) h2o[c] + ppbng[c],MA0578,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
PRE2DC,Precorrin-2 decarboxylase,dscl[c] + (2) h[c] <==> (2) co2[c] + ddcdscl[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
PTHPS,6-pyruvoyltetrahydropterin synthase,ahdt[c] <==> 6pthp[c] + pppi[c],(MA0956 or MA4196),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
QULNS,quinolinate synthase,dhap[c] + iasp[c] <==> (2) h2o[c] + pi[c] + quln[c]  + h[c],(MA0959 or MA2716),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
RBFSa,riboflavin synthase,4r5au[c] + db4p[c] <==> dmlz[c] + (2) h2o[c] + pi[c],(MA1817 and MA1818),Vitamins Cofactor Biosynthesis,1,-1000.0,1000,0
RBFSb,riboflavin synthase,(2) dmlz[c] <==> 4r5au[c] + ribflv[c],(MA1817 and MA1818),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
RZ5PP2,alpha-ribazole 5-phosphate phosphatase,h2o[c] + 5pr5hbz[c] <==> pi[c] + r5hbzi[c],MA0940,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
SHCHCC,sirohydrochlorin cobaltochelatase,cobalt2[c] + dscl[c] <==> copre2[c] + (3) h[c],(MA3631 or MA3631),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
SHCHD2,sirohydrochlorin dehydrogenase (NAD),dscl[c] + nad[c] <==> nadh[c] + scl[c],(MA3033 and MA0576),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
SHCHF,sirohydrochlorin ferrochetalase,fe2[c] + scl[c] <==> (4) h[c] + sheme[c],(MA3033 and MA0576),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
TDP,thiamin pyrophosphatase,h2o[c] + thmpp[c] <==> h[c] + pi[c] + thmmp[c],MA3706,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
THRPD,threonine-phosphate decarboxylase,h[c] + thrp[c] <==> applp[c] + co2[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
THRPS,threonine-phosphate synthase,atp[c] + thr-L[c] <==> adp[c] + h[c] + thrp[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
THZPSN,thiazole phosphate synthesis,atp[c] + cys-L[c] + tyr-L[c] + dxyl5p[c] <==> 4mpetz[c] + ala-L[c] + amp[c] + co2[c] + h[c] + h2o[c] + ppi[c] + 4hba[c],(MA0236 or MA2718 or MA3264) and MA0255 and MA1466,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
TMKr,thiamine kinase,atp[c] + thm[c] <==> adp[c] + h[c] + thmmp[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
TMPKr,thiamine-phosphate kinase,atp[c] + thmmp[c] <==> adp[c] + thmpp[c],(MA0069 or MA4193),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
TMPPP,thiamine-phosphate diphosphorylase,2mahmp[c] + 4mpetz[c] + h[c] <==> ppi[c] + thmmp[c],MA2722,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
UPP3MT,uroporphyrinogen methyltransferase,(2) amet[c] + uppg3[c] <==> (2) ahcys[c] + dscl[c] + h[c],(MA3033 and MA0576),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
UPP3S,uroporphyrinogen-III synthase,hmbil[c] <==> h2o[c] + uppg3[c],MA3034,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
carb_met,Carbohydrate synthesis ,(1.27) glycogen[c] + (0.06) galactan[c] + (2.49) polyacgal[c] + (1.6) polyglcur[c] <==> carb_met[c],Unassigned,Biomass,0,0.0,1000,0
dna_met,Biomass rxn – DNA component,(0.58) datp[c] + (0.44) dctp[c] + (0.44) dgtp[c] + (0.59) dttp[c] <==> (2.05) ppi[c] + dna_met[c],Unassigned,Biomass,0,0.0,1000,0
lipid_met,Biomass rxn – lipid component,(0.005) dpgpg[c] + (0.214) 3hdpgpg[c] + (0.027) dpgpi[c] + (0.287) 3hdpgpi[c] + (0.005) dpgpe[c] + (0.057) 3hdpgpe[c] + (0.011) dpgps[c] + (0.244) 3hdpgps[c] + (0.148) gdpgpi[c] <==> lipid_met[c],Unassigned,Biomass,0,0.0,1000,0
overall,Biomass rxn – overall component (assumed GAM same as Barkeri model for now),(0.63) protein_met[c] + (0.24) rna_met[c] + (0.04) dna_met[c] + (0.05) lipid_met[c] + (0.04) trace_met[c] + (0.01) carb_met[c] + (65) h2o[c] + (65) atp[c] <==> biomass[c] + (65) h[c] + (65) adp[c] + (65) pi[c],Unassigned,Biomass,0,0.0,1000,1
protein_met,Biomass rxn – protein component,(0.4) arg-L[c] + (0.85) leu-L[c] + (0.62) ser-L[c] + (0.62) ala-L[c] + (0.65) gly[c] + (0.36) pro-L[c] + (0.49) thr-L[c] + (0.62) val-L[c] + (0.66) ile-L[c] + (0.4) asn-L[c] + (0.48) asp-L[c] + (0.11) cys-L[c] + (0.23) gln-L[c] + (0.71) glu-L[c] + (0.15) his-L[c] + (0.59) lys-L[c] + (0.4) phe-L[c] + (0.33) tyr-L[c] + (0.21) met-L[c] + (0.09) trp-L[c] <==> protein_met[c],Unassigned,Biomass,0,0.0,1000,0
rna_met,Biomass rxn – RNA component,(0.48) atp[c] + (0.42) ctp[c] + (0.5) gtp[c] + (0.6) utp[c] <==> (2) ppi[c] + rna_met[c],Unassigned,Biomass,0,0.0,1000,0
trace_met,Biomass rxn – trace component,(0.243) ptrc[c] + (0.044) hspmd[c] + (0.0009) accoa[c] + (0.00006) coa[c] + (0.0204) nad[c] + (0.00093) nadh[c] + (0.00093) nadp[c] + (0.00371) nadph[c] + (0.00003) succoa[c] + (0.00929) amp[c] + (0.191) com[c] + (0.00037) f420-2[c] + (0.00028) f420-3[c] + (0.00371) f420-4[c] + (0.00279) f420-5[c] + (0.00009) f420-6[c] + (0.00001) f420-7[c] + (0.219) h4spt[c] + (0.044) adocblhbi[c] + (0.019) f430[c] + (0.00464) cob[c] + (0.00093) thf[c] + (0.00005) f390a[c] + (0.00005) f390g[c] + (0.191) mfr_b[c] <==> trace_met[c],Unassigned,Biomass,0,0.0,1000,0
EX_4abz[e],4-Aminobenzoate exchange,4abz[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_4hphac[e],4-Hydroxyphenylacetate exchange,4hphac[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_ac[e],Acetate exchange,ac[e] <==> ,,Exchange Reaction,1,-10.0,-10,0
EX_actn-R[e],(R)-Acetoin exchange,actn-R[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_alac-S[e],(S)-2-Acetolactate exchange,alac-S[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_ala-L[e],L-Alanine exchange,ala-L[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_biomass,biomass exchange,biomass[c] <==> ,,Reverse Pathway,0,0.0,1000,0
EX_btn,btn exchange,btn[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_calcium,calcium exchange,ca2[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_cbi[e],Cobinamide exchange,cbi[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_cbl1[e],Cob(I)alamin exchange,cbl1[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_cbl1hbi[e],Cob(I)alamin-HBI exchange,cbl1hbi[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_cd2,cadmium exchange,cd2[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_ch4s[e],Methanethiol exchange,ch4s[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_ch4[e],methane exchange,ch4[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_cit[e],Citrate exchange,cit[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_chloride,chloride exchange,cl[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_co2[e],CO2 exchange,co2[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_co[e],Carbon monoxide exchange,co[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_cobalt,cobalt exchange,cobalt2[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_copper,copper exchange,cu2[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_cys-L[e],L-Cysteine exchange,cys-L[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_dma[e],dimethylamine exchange,dma[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_dms[e],Dimethyl sulfide exchange,dms[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_etha[e],Ethanolamine exchange,etha[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_fe2[e],Fe2+ exchange,fe2[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_fe3[e],Fe3+ exchange,fe3[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_fol[e],Folate exchange,fol[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_for[e],Formate exchange,for[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_gcald[e],Glycolaldehyde exchange,gcald[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_glcn[e],D-Gluconate exchange,glcn[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_glu-L[e],glutamate exchange,glu-L[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_gly[e],Glycine exchange,gly[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_glyb[e],Glycine betaine exchange,glyb[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_h,proton exchange,h[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_h2[e],H2 exchange,h2[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_h2o[e],H2O exchange,h2o[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_h2s[e],Hydrogen sulfide exchange,h2s[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_ile-L[e],L-Isoleucine exchange,ile-L[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_ind3ac[e],Indole-3-acetate exchange,ind3ac[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_k,potassium exchange,k[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_leu-L[e],L-Leucine exchange,leu-L[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_lys-L[e],L-Lysine exchange,lys-L[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_meoh[e],Methanol exchange,meoh[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_mg,magnesium exchange,mg2[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_mma[e],Methylamine exchange,mma[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_mn2[e],Mn2+ exchange,mn2[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_mobd[e],Molybdate exchange,mobd[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_n2[e],nitrogen exchange,n2[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_na,sodium exchange,na1[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_nac[e],Nicotinate exchange,nac[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_nh4[e],Ammonium exchange,nh4[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_ni2[e],nickel exchange,ni2[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_pac[e],Phenylacetic acid exchange,pac[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_pi,phosphate exchange,pi[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_pnto-R[e],(R)-Pantothenate exchange,pnto-R[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_proline,proline exchange,pro-L[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_pyr[e],Pyruvate exchange,pyr[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_ribflv[e],Riboflavin exchange,ribflv[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_so4,sulfate exchange,so4[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_thm[e],Thiamin exchange,thm[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_tma[e],trimethylamine exchange,tma[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_trp-L[e],L-Tryptophan exchange,trp-L[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_unknown_cbl1deg[e],unknown degradation product of cbl1 for adocbl-HBI synthesis exchange,unknown_cbl1deg[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_unknown_rbfdeg[e],unknown riboflavin degradation product exchange,unknown_rbfdeg[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_val-L[e],L-Valine exchange,val-L[e] <==> ,,Exchange Reaction,0,0.0,1000,0
EX_wo4[e],Tungstenate exchange,wo4[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_Zn,zinc exchange,zn2[e] <==> ,,Exchange Reaction,1,-1000.0,1000,0
EX_hco3,Carbonate exchange,hco3[e] <==> ,,Exchange Reaction,0,0.0,1000,0
DM_btoh,butanol demand,btoh[c] <==> ,,Reverse Pathway,0,0.0,0,0
DM_ibtol,isobutanol demand,ibtol[c] <==> ,,Reverse Pathway,0,0.0,0,0
DM_etoh,ethanol demand,etoh[c] <==> ,,Reverse Pathway,0,0.0,0,0
EX_ppa,propanoate exchange,ppa[c] <==> ,,Reverse Pathway,0,0.0,0,0
EX_ibtyr,isobutyrate exchange,ibtyr[c] <==> ,,Reverse Pathway,0,0.0,0,0
EX_btyr,butyrate exchange,btyr[c] <==> ,,Reverse Pathway,0,0.0,0,0
EX_EAE,electron acceptor equivalent exchange,eae[c] <==> ,,Reverse Pathway,0,0.0,0,0
HCO3T,carbonate transport,hco3[c] <==> hco3[e],,Exchange Reaction,1,-1000.0,1000,0
CMTA,soluble Methyl-H4SPT:coenzyme-M methyltransferase,h4spt[c] + mcom[c] <==> com[c] + mh4spt[c],,Methanogenesis,0,0.0,0,0
ANMEMCR,Mcr from ANMEs,ch4[c] + hsfd[c] <==> mcom[c] + cob[c],,Reverse Pathway,0,0.0,0,0
HDRS,soluble ferredoxin-dependent heterodisulfide reductase,(2) cob[c] + (2) com[c] + (2) fdox[c] + mphen[c] <==> (2) hsfd[c] + (2) fdred[c] + mphenh2[c] + (2) h[c],(MA2867 and MA2868),Reverse Pathway,0,0.0,0,0
SP_BTOH,butanol synthesis,(2) accoa[c] + (4) h[c] + (4) nadph[c] <==> btoh[c] + h2o[c] + (2) coa[c] + (4) nadp[c],,Reverse Pathway,0,0.0,0,0
SP_IBTOH1,isobutanol synthesis_1,3mob[c] + h[c] <==> ibtal[c] + co2[c],,Reverse Pathway,0,0.0,0,0
SP_IBTOH2,isobutanol synthesis_2,ibtal[c] + nadph[c] + h[c] <==> ibtol[c] + nadp[c],,Reverse Pathway,0,0.0,0,0
SP_ETOH,ethanol biosynthesis,accoa[c] + (2) h[c] + (2) nadh <==> etoh[c] + coa[c] + (2) nad[c],,Reverse Pathway,0,0.0,0,0
IBCOAL,Isobutyryl-CoA ligase,ibcoa[c] + adp[c] + pi[c] <==> ibtyr[c] + atp[c] + coa[c],,Reverse Pathway,0,0.0,0,0
BTYR,butyrate synthesis,(2) accoa[c] + (2) nadph[c] + (2) h[c] + adp[c] + pi[c] <==> btyr[c] + h2o[c] + (2) coa[c] + (2) nadp[c] + atp[c],,Reverse Pathway,0,0.0,0,0
HDRDE_rev,membrane-bound Hdr functioning in reverse,(1) cob[c] + (1) com[c] + (1) mphen[c] <==> (1) hsfd[c] + (1) mphenh2[c],,Reverse Pathway,0,0.0,0,0
RNF_rev,Rnf functioning in reverse,(2) mphenh2[c] + (2) fdox[c] + (0) h[c] <==> (2) mphen[c] + (2) fdred[c] + eae[c] + (2) h[e],,Reverse Pathway,0,0.0,0,0
ETR_MPR,hypothetical electron transport through methanophenazine,mphenh2[c] + (0) h[c] <==> mphen[c] + eae[c] + (2) h[e],,Reverse Pathway,0,0.0,0,0
HYP_HYD1,hypothetical hydrogenase,com[c] + cob[c] <==> hsfd[c] + h2[c],,Reverse Pathway,0,0.0,0,0
HYP_HYD2,hypothetical hydrogenase 2,f420-2h2[c] <==> f420-2[c] + h2[c] + h[c],,Reverse Pathway,0,0.0,0,0
ETR_H2,hypothetical electron transport through hydrogen,h2[c] + (0) h[c] <==> eae[c] + (0) h[c],,Reverse Pathway,0,0.0,0,0
